Qty,Designators,Value,MPN,Manufacturer,Description,LCSC,Footprint,Price1k_INR,Ext_INR,Alt
2,"LCAN1 LCAN2","","ACT45B-101-2P-TL003","TDK","CAN common-mode choke 100 uH (genuine TDK via DigiKey/Mouser; LCSC stocks drop-in clones)",CLASS,"CMC1210",8,16,"cjiang FACT4532-101-2P-T C20624727 (5.9k stocked) / DLW43SH101XK2"
1,"ULDOEX","","NCV4276CDTADJRKG","onsemi","V15 protective post-regulator: 40 V-in 400 mA adjustable LDO (DPAK-5) — clamps the boost pass-through path at 15.0 V for the QA01C window",CLASS,"DPAK5",14,14,"any 40 V 0.4 A adj LDO (NCV4275A)"
2,"UAND1 UAND2","","74LVC1G11GW-Q100","Nexperia","3-in AND: DRV_EN = FS0B_OK & MCU_GATE_EN & RDY_ALL — Q100H grade stocked on LCSC",C548242,"SOT363",6,12,"SN74LVC1G11-Q1 / commercial 74LVC1G11GW C282348"
2,"UOR1 UOR2","","74LVC1G32GW-Q100","Nexperia","OR gate: EN_FLYBK = MCU_EN | FS26_GPIO1 (SBC keeps gate power for ASC — GEN3 exact; Q100H grade LCSC-stocked)",C548334,"SOT353",6,12,"SN74LVC1G32-Q1"
1,"DREVC","","STPS5L60S","ST","series Schottky reverse protection 60 V 5 A SMC (GEN3 part family; LCSC-stocked)",C140620,"SMC",8,8,"SS56 class"
4,"DCOSP DSINP TVSC1 TVSC2","","PESD2IVN24-T","Nexperia","resolver pair ESD clamp — real dual-line 3-pin part (rev A.4: 2-terminal PESD cannot implement the drawn A/B/G array)",C406047,"SOT23",2,8,"PESD2CAN"
5,"DBAT DCLR DFLT1 DFLT2 DFO","","BAT46ZFILM","ST","BATSENSE diode (GEN3 exact; LCSC-stocked)",C283255,"SOD123",1.5,7.5,"CDBW46-G"
22,"RARB RASCP RBOOT RCPD0 RCPD1 RCPD2 RCPD3 RDRB RFLTC RFLTD RFS2 RGPD RIGN2 RILK1 RILK2 RILK3 RILK4 RLAT1 RLAT2 RLVSG RMRST RQDM","10k","R0603-10k","any","LV feed switch gate-source pull-up 10 k (default off; keeps a hot 2N7002's leakage under 0.5 V of gate drive — R9X-10)",CLASS,"R0603",0.3,6.6,"any"
1,"DTVSC","","TPSMC24CA-VR","Littelfuse","24 V STAND-OFF bidirectional TVS 1.5 kW, SMC, AEC-Q101: V_BR 26.7-29.5 V so it is dark at the 24 V/60 s jump start, V_C 38.9 V at 38.6 A (<= 33 V at the 10-15 A of a load dump, under the TPS55340 34 V abs max). Round 12 (R1-F14/R2-F10, Opus check): the notes had quoted the CLASSIC TPSMC24CA (V_BR 22.8-25.2 V), which conducts at 24 V — the archived sheet and the LCSC code were the -VR class all along, now bound explicitly. ISO 16750-2 test B (35 V, 400 ms) at Ri 0.5/2/4 ohm is 330/100/55 W into the TVS; no SMC datasheet rates pulses beyond 1 ms, so only Ri >= 4 ohm is covered on paper — the OEM Ri is gate 23 (the 5.0SMDJ24CA 5 kW option is not AEC-Q101)",C1975284,"SMC",6,6,"SMCJ24CA / 5.0SMDJ24CA (5 kW, not AEC-Q101) — 24 V stand-off class only; never the classic TPSMC24CA"
1,"CLVC2","22uF","MLCC-22uF-50V","any","FS26 VPRE input 22 uF 1210 50 V (F52: >=10 uF effective at 14 V)",CLASS,"C1210",6,6,"any X7R 50 V"
1,"QBAL","","SQ2310ES","Vishay","core ballast NMOS V15S->V11 1.14 V, BCTRL-regulated (S32K39 DS Table 11 topology; GEN3-exact part — F36)",CLASS,"SOT23",6,6,"AO3400A class"
17,"RCOS1 RCOS2 RCOSF1 RCOSF2 RDBG REXA2 REXA3 RIGNS2 RLDE2 RMT1P RMT2P RSB2 RSDN RSIN1 RSIN2 RSINF1 RSINF2","10k","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,5.1,"any"
1,"UASCG","","74LVC1G08GW-Q100","Nexperia","ASC gate: ASC_CMD = ASC latch AND no driver FLT — a latched DESAT masks ASC on every path (MCU and FS1B), so the healthy low sides release and the bridge reaches SPO (round 8 R7-01/A7-N01)",CLASS,"SOT353",5,5,"SN74LVC1G08-Q1"
8,"RVD1A RVD1B RVD1C RVD1D RVD2A RVD2B RVD2C RVD2D","10k","R0603-10k-0.1%","any","VDC diff-amp gain set 10k (matched)",CLASS,"R0603",0.5,4,"any 0.1%"
2,"FMT1 FMT2","","FUSE-350mA-0603","any","motor-temp line fuse (GEN3: 350 mA)",CLASS,"F0603",2,4,"any"
19,"CASCG CLAT CLAT2 CMA2 CMD1 CMD10 CMD11 CMD12 CMD2 CMD3 CMD4 CMD5 CMD6 CMD7 CMD8 CMD9 CSCH CSCH2 CSCH3","100nF","MLCC-100nF-16V","any","MCU per-pin decoupling (bulk 22u/4.7u/1u per domain on layout)",CLASS,"C0402",0.2,3.8,"any X7R"
10,"CMT1F CMT2F CSNUF CSNVF CSNWF CTAMBF CTHSF CUS1 CVS1 CWS1","47nF","MLCC-47nF-25V","any","hall supply filter 0.047 uF",CLASS,"C0603",0.3,3,"any"
1,"FVS1","","MF-LSMF-CLASS","Bourns","vehicle-line polyfuse (per GEN3: every off-board signal fused)",CLASS,"PTC1206",3,3,"any"
9,"RUB1 RUB2 RUB3 RVB1 RVB2 RVB3 RWB1 RWB2 RWB3","100","R0603-100R","any","buffer series 100 R",CLASS,"R0603",0.3,2.7,"any"
5,"CLDE CSB1 CSB2 CSB3 CSB3B","22uF","MLCC-CLASS","any","SBC rail caps (ESR windows per FS26 DS — do not substitute blindly, GEN3 note)",CLASS,"C0805",0.5,2.5,"per DS"
8,"CCOSA1 CCOSA3 CCOSF1 CCOSF2 CSINA1 CSINA3 CSINF1 CSINF2","22pF","MLCC-CLASS","any","sense 22 pF common-mode pair (both legs — round 12) + 47 pF differential (rescaled for the 10 k source, R2-F13)",CLASS,"C0603",0.3,2.4,"C0G"
7,"CAND1 CAND2 CEXA3 CIGNS COF1 COR1 COR2","100nF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,2.1,"any"
2,"RTAMB RTHS","10k","NTC-10k-0603","any","board NTC 10 k 0603 (B25/85 3435 class): RTAMB in free card air, RTHS at the card's hottest zone — on-board parts, matching the symbol (round 12, R2-F27: the symbol had drawn a header)",CLASS,"R0603",1,2,"any 1%"
4,"LVS1 LVS2 LVS3 LVS4","1uH","FB-470R-CLASS","TDK","vehicle-line bead 470 R @100 MHz (GEN3: MMZ1608 class)",CLASS,"FB0603",0.5,2,"any"
6,"RENP1 RFLTP1 RFLTP2 RIGN1 RRDYP1 RRDYP2","5.1k","R0603-5k1","any","ignition wake divider (top)",CLASS,"R0603",0.3,1.8,"any"
6,"RFCB RRDB RSCH RUB0 RVB0 RWB0","100k","R0603-100k","any","USCH3 dead-state pulldown on RDY_HS_B: an open/unpowered RDY buffer forces DRV_EN low (round 10, A9-S01)",CLASS,"R0603",0.3,1.8,"any"
6,"REXA4 REXB1 REXB2 REXB3 REXB4 REXM4","24k","R0603-CLASS","any","exciter filter/gain network (3k/10k/24k per GEN3 values)",CLASS,"R0603",0.3,1.8,"any 1%"
2,"TVSM1 TVSM2","","PESD5V0L1BA","Nexperia","motor-temp line clamp — 2-terminal bidirectional, line to AGND (rev A.4: was drawn as a 3-pin array)",CLASS,"SOD323",0.8,1.6,"PESD5V0S1BA"
3,"CSB4 CSB7 CSB8","10uF","MLCC-CLASS","any","SBC rail caps (ESR windows per FS26 DS — do not substitute blindly, GEN3 note)",CLASS,"C0805",0.5,1.5,"per DS"
3,"LUB LVB LWB","220nH","FB-220R-1A","any","hall 5 V supply bead",CLASS,"FB0805",0.5,1.5,"any"
5,"CCT1 CCT2 CUS2 CVS2 CWS2","4.7nF","MLCC-4.7nF-50V","any","hall supply HF filter 4700 pF",CLASS,"C0603",0.3,1.5,"any"
1,"CLVC1","4.7uF","MLCC-4.7uF-50V","any","card 12 V filter — 50 V rated for load dump (F25)",CLASS,"C1206",1.2,1.2,"any X7R 50 V"
4,"CCOSA2 CSINA2 CVD1 CVD2","100pF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,1.2,"any"
4,"RVM1 RVM2 RVM3 RVM4","24k","R0603-24k-1%","any","VMID dividers 24k (GEN3)",CLASS,"R0603",0.3,1.2,"any 1%"
4,"RCOSR1 RCOSR2 RSINR1 RSINR2","120","R0603-120R","any","SDADC input series 120 R",CLASS,"R0603",0.3,1.2,"any"
4,"RCT1A RCT1B RCT2A RCT2B","60.4","R0603-60R4-1%","any","split termination 60.4 R x2 (GEN3 values). ENDPOINT OPTION (round 12, R1-F27/R2-F33): fit only where this inverter terminates the bus; at a mid-bus node DNP both (keep CCT) — assembly option per vehicle, on the build label",CLASS,"R0603",0.3,1.2,"any 1%"
1,"LFC","1uH","FB-120R-3A","any","card 12 V bead",CLASS,"FB1206",1,1,"any"
1,"RFS4","1k","ESR03EZPF1001","ROHM","FAULT_OUT series 1 k, anti-surge thick film 0.33 W at 70 C (0.27 W at 85 C), AEC-Q200; short-time overload 2 x rated V for 5 s (~1.3 W). Covers a FAULT_OUT short to KL30 with FS1B asserted at its 22 mA limit: <= 0.65 W for <= 0.3 s per assertion, and <= 0.23 W continuous if FS1B is never released — round 9 A8-03 (a 0.1 W 0603 does not)",CLASS,"R0603",1,1,"Panasonic ERJ-PA3F1001V"
3,"RFS1 RFS3 RLVSM","1k","R0603-1k","any","LV feed switch slew network series 1 k (with CLVSM drain-gate)",CLASS,"R0603",0.3,0.9,"any"
3,"CEXD CSB6 CVBOS","4.7uF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.9,"any"
3,"REXM1 REXM3 RSB4","5.1k","R0603-CLASS","any","SBC straps/monitors (VMONEXT divider 52.3k/10k = 0.794 V, AMUX 220R, INTB 5.1k)",CLASS,"R0603",0.3,0.9,"any 1%"
3,"RHWP RTAMBP RTHSP","10k","R0603-10k-1%","any","SKU-ID pull-up to VREF5 (divider with the power board RHWID -> MCU ADC)",CLASS,"R0603",0.3,0.9,"any 1%"
3,"CFLTF CFLTF2 CRST","100pF","MLCC-100pF-16V","any","reset filter",CLASS,"C0603",0.3,0.9,"any"
3,"RMT1S RMT2S ROF2","1k","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,0.9,"any"
3,"CCOSD CEXA4 CSIND","47pF","MLCC-CLASS","any","exciter filter caps: MFB pair 1.5 nF (CEXA2, summing node) + 220 pF (CEXA1, feedback) C0G, 0.1u coupling, 47 pF SWG load (CEXA4: Table 40 asks for 25-100 pF) (round 12 R2-F04: was 4.7n/300p in a swapped topology, |H(10 kHz)| 0.18)",CLASS,"C0603",0.3,0.9,"C0G for filter"
3,"CUB1 CVB1 CWB1","3.3nF","MLCC-3.3nF-50V","any","hall input filter 3300 pF",CLASS,"C0603",0.3,0.9,"C0G"
3,"CUB2 CVB2 CWB2","100nF","MLCC-100nF-25V","any","hall buffer RC 0.1 uF (15.9 kHz pole)",CLASS,"C0603",0.3,0.9,"any X7R"
3,"RSNUP RSNVP RSNWP","5.1k","R0603-5k1-1%","any","module NTC pull-up to VREF5 (card side)",CLASS,"R0603",0.3,0.9,"any 1%"
1,"ZSET","","BZT52-B5V6","Nexperia","ASC_SET_N clamp to ground on a FAULT_OUT short to KL30, +/-2 % selection (5.49-5.71 V at 5 mA): <= 6.34 V at a 35 V load dump / 125 C, under the USCH2 6.5 V V_I abs max (a C5V6 reaches 6.62 V); no low-impedance path into V5A — round 8 A7-N04 + cross-check",CLASS,"SOD123",0.7,0.7,"Vishay BZT52B5V6 (<= 6.43 V)"
2,"CIGN CLVSM","100nF","MLCC-100nF-50V","any","LV feed switch drain-gate slew cap: ~15 V/ms turn-on, <= ~1 A into the power board's ~45 uF (round 9 R9X-04)",CLASS,"C0603",0.3,0.6,"any"
2,"RAGT RTMR","0R","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,0.6,"any"
2,"CYA CYB","12pF","MLCC-12pF-50V","any","crystal load caps",CLASS,"C0603",0.3,0.6,"C0G"
2,"RV5GP RV5GS","47k","R0603-47k","any","V5GD pull-down and monitor divider (2 x 47 k, V5GD/2 to PTB5): an open harness pin 1 reads FLT/RDY low (SPO); firmware flags V5GD outside 4.75-5.25 V (round 9 A8-01, R9X-01/06)",CLASS,"R0603",0.3,0.6,"any"
2,"CVM1 CVM2","220nF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.6,"any"
2,"CCAN1 CCAN2","1uF","MLCC-1uF-25V","any","transceiver 5 V decoupling",CLASS,"C0603",0.3,0.6,"any"
1,"ZLVS","","BZT52-C15","any","LV feed switch V_GS clamp 15 V (KL30 TVS clamp 39 V vs +/-20 V V_GS)",CLASS,"SOD123",0.5,0.5,"any"
1,"QLVN","","2N7002","any","LV feed switch gate driver (V5A -> on)",C8545,"SOT23",0.5,0.5,"BSS138"
1,"CSB5","1uF","MLCC-1uF-16V-X7R-0805","any","FS26 VREF output cap 1 uF 0805 X7R 16 V (round 12, R2-F11: with CMA1 1 uF + CMA2 100 nF the rail is 2.1 uF nominal, 1.4-2.3 uF effective inside the 1.1-3.3 uF COUT_VREF window — 2.2 uF sat at the upper limit before tolerance). 0805/16 V for the DC-bias figure used",CLASS,"C0805",0.5,0.5,"any X7R 16 V 0805"
1,"CCLR","15nF","MLCC-15nF-50V-C0G","any","fault-latch CLEAR one-shot 15 nF C0G (into the 10 k pull-up: 72-210 us low at the USCH output per MCU falling edge; C0G so DC bias/temperature cannot eat the margin — round 7 cross-check); a stuck pin cannot hold the chain permissive — review A.6 F06",CLASS,"C0603",0.5,0.5,"C0G only"
1,"DIGN","","1N4148WS","any","wake steering diode",C2128,"SOD323",0.4,0.4,"BAS316"
1,"RLVSD","4.7k","R0603-4k7","any","LV feed switch gate drive 4.7 k (with 10 k: V_GS -7.9 V at 12 V KL30, -5.8 V at 9 V)",CLASS,"R0603",0.3,0.3,"any"
1,"CVDIG","1uF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.3,"any"
1,"CBTP","22nF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.3,"any"
1,"CBTC","47nF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.3,"any"
1,"RSB1","52.3k","R0603-CLASS","any","SBC straps/monitors (VMONEXT divider 52.3k/10k = 0.794 V, AMUX 220R, INTB 5.1k)",CLASS,"R0603",0.3,0.3,"any 1%"
1,"RSB3","220","R0603-CLASS","any","SBC straps/monitors (VMONEXT divider 52.3k/10k = 0.794 V, AMUX 220R, INTB 5.1k)",CLASS,"R0603",0.3,0.3,"any 1%"
1,"RIGNS1","47k","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,0.3,"any"
1,"CMA1","1uF","MLCC-1uF-16V","any","VREF/analog domain cap",CLASS,"C0603",0.3,0.3,"any"
1,"CFLTD","3.3nF","MLCC-3.3nF-50V-C0G","any","fault-latch delay 3.3 nF C0G (tau 33 us: 22-53 us to the USCH V_T- window 0.22-0.49 VCC — covers the IGBT soft-off even at the DS-minimum 100 mA)",CLASS,"C0603",0.3,0.3,"C0G only"
1,"CILK","2.2nF","MLCC-2.2nF-50V","any","interlock filter",CLASS,"C0603",0.3,0.3,"any"
1,"ROF1","9.1k","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,0.3,"any"
1,"REXA1","3k","R0603-CLASS","any","exciter filter/gain network (3k/10k/24k per GEN3 values)",CLASS,"R0603",0.3,0.3,"any 1%"
1,"CEXA2","1.5nF","MLCC-CLASS","any","exciter filter caps: MFB pair 1.5 nF (CEXA2, summing node) + 220 pF (CEXA1, feedback) C0G, 0.1u coupling, 47 pF SWG load (CEXA4: Table 40 asks for 25-100 pF) (round 12 R2-F04: was 4.7n/300p in a swapped topology, |H(10 kHz)| 0.18)",CLASS,"C0603",0.3,0.3,"C0G for filter"
1,"CEXA1","220pF","MLCC-CLASS","any","exciter filter caps: MFB pair 1.5 nF (CEXA2, summing node) + 220 pF (CEXA1, feedback) C0G, 0.1u coupling, 47 pF SWG load (CEXA4: Table 40 asks for 25-100 pF) (round 12 R2-F04: was 4.7n/300p in a swapped topology, |H(10 kHz)| 0.18)",CLASS,"C0603",0.3,0.3,"C0G for filter"
1,"RLDE1","38.3k","R0603-CLASS","any","resistor, buy to value/tolerance on sheet",CLASS,"R0603",0.3,0.3,"any"
1,"CLDEC","270pF","MLCC-CLASS","any","MLCC, buy to value/voltage on sheet",CLASS,"C0603",0.3,0.3,"any"
1,"REXM2","12k","R0603-CLASS","any","exciter filter/gain network (3k/10k/24k per GEN3 values)",CLASS,"R0603",0.3,0.3,"any 1%"
